19,20,21,22,22,24,24,21,25,41,34,18,18,27,21,20
28,30,32,32,37,42,43,46,47,48,30,27,37,21,31,22
21,21,21,22,23,24,24,25,26,27,18,19,18,19,25,17
29,30,36,36,43,44,50,51,53,54,24,38,34,35,46,31
20,21,21,24,24,25,26,27,29,29,18,28,19,39,21,50
29,34,36,41,45,50,54,63,84,78,23,36,36,152,32,52
23,22,23,24,24,24,26,30,39,33,18,20,20,53,20,26
32,36,42,41,46,46,49,56,66,70,21,41,138,100,42,105
17,16,18,20,21,22,23,26,28,26,17,21,55,20,17,18
23,33,21,47,27,18,17,17,17,60,19,49,137,26,24,37
16,16,22,27,18,17,17,16,26,19,17,29,18,18,28,21
16,50,48,31,81,26,24,27,29,20,44,23,23,36,21,60
16,18,22,21,25,22,49,24,25,17,18,17,26,22,42,20
17,17,21,23,23,25,32,34,27,18,37,20,20,26,22,29
16,16,19,19,19,22,22,22,23,17,25,26,18,17,23,25
27,22,17,31,18,40,22,29,32,20,34,55,20,36,44,33
