19,20,21,22,23,24,24,21,25,40,34,18,17,25,21,21
28,30,31,34,38,38,43,44,49,47,33,26,37,20,31,21
19,21,21,22,23,24,25,26,26,27,18,20,18,20,25,18
30,31,33,38,44,42,52,50,54,55,24,38,34,38,47,29
20,21,21,23,24,24,26,28,30,29,18,29,20,40,21,51
30,33,37,41,45,49,53,63,86,77,21,37,35,152,34,54
23,22,24,23,25,25,25,31,39,33,17,21,20,53,21,28
33,34,41,39,48,49,49,56,70,69,20,38,139,99,42,104
18,16,17,20,21,23,22,26,27,28,17,23,54,21,18,18
22,36,20,42,28,18,17,18,17,55,19,47,134,26,25,36
15,17,22,28,18,17,17,16,27,19,17,29,18,18,29,20
16,55,46,33,79,28,25,28,28,21,44,24,22,38,21,60
16,18,21,22,24,21,48,23,24,16,17,18,26,22,40,20
17,18,20,22,22,24,30,34,28,19,37,22,20,27,23,28
16,16,17,19,19,21,23,22,23,17,27,25,18,17,23,25
26,22,17,33,18,40,23,29,28,20,36,55,20,36,43,34
