19,26,19,27,19,27,20,30,21,31,21,32,21,33,22,33,22,36,22,39,22,40,23,40,24,42,23,44,24,40,17,21,36,54,36,100,39,100,39,103,40,102,38,68,25,22,18,23,18,25,20,34,21,35,20,19,26,41,22,39,23,46,23,65
23,23,26,23,29,26,29,27,30,28,33,28,32,29,35,30,37,31,36,34,40,36,40,35,44,36,41,36,45,38,24,21,44,45,96,74,103,95,52,92,103,93,102,46,62,21,23,21,22,21,21,22,27,36,45,19,28,41,38,32,32,35,42,43
19,26,19,27,20,28,19,30,20,32,21,34,21,35,21,36,22,37,22,38,23,39,23,40,23,41,24,44,24,45,25,22,22,72,37,71,28,56,24,104,40,98,34,57,32,22,18,21,17,20,17,19,34,43,23,23,35,52,21,34,19,31,20,34
26,23,27,27,29,26,30,27,29,29,34,29,32,29,34,33,38,34,37,35,39,37,42,36,38,37,43,38,45,38,47,22,69,74,74,25,72,63,45,97,60,43,45,82,75,23,23,21,21,19,20,26,36,21,36,24,28,30,35,21,31,29,33,28
19,27,19,27,20,27,20,30,20,33,21,34,22,33,21,36,22,35,23,38,23,39,24,44,24,44,24,40,25,45,25,57,31,65,36,57,20,34,29,48,20,69,25,100,20,25,18,24,18,21,18,26,21,20,17,25,18,31,18,29,20,28,19,22
27,25,28,24,30,27,31,27,31,30,33,29,35,30,35,33,39,32,39,34,41,35,39,36,39,37,45,40,46,41,44,20,41,29,32,63,45,60,48,79,44,50,59,24,26,23,27,29,39,28,24,25,28,19,20,20,22,27,31,29,22,20,20,22
18,27,19,28,20,29,20,31,21,32,21,33,21,33,21,37,22,37,22,39,24,38,23,42,23,41,24,45,24,45,24,46,26,48,26,45,26,66,20,42,21,50,23,27,19,26,19,35,25,39,24,39,25,18,17,21,17,22,19,29,16,20,17,21
26,26,28,26,29,27,31,27,32,28,33,30,34,31,36,32,36,33,38,35,41,36,42,38,41,37,44,40,42,41,47,41,47,42,49,44,44,41,48,41,21,44,38,25,28,26,27,29,37,29,36,28,35,28,38,21,21,22,22,21,20,20,22,22
19,28,20,28,20,31,20,30,21,34,21,33,21,35,22,36,22,40,22,41,23,41,24,40,24,42,25,44,24,46,26,45,25,44,26,50,25,49,26,47,27,47,21,27,19,26,19,41,18,33,18,35,26,36,24,37,25,39,17,21,17,21,17,23
28,25,29,26,29,27,32,28,29,26,32,27,35,32,36,36,37,34,41,35,43,38,40,37,44,42,45,41,45,40,48,39,45,41,53,44,49,42,53,45,51,46,29,25,27,26,27,28,36,32,33,31,42,29,33,29,36,27,37,26,21,20,20,21
19,28,19,29,20,30,21,33,21,33,21,32,22,35,22,36,22,39,23,39,24,40,24,44,24,46,26,44,26,48,24,48,26,51,27,50,26,51,27,57,27,53,20,25,19,26,18,39,18,32,19,33,18,31,18,39,19,34,25,35,23,28,17,21
29,25,28,27,30,28,33,29,30,32,38,31,34,29,35,34,40,35,39,36,38,38,44,38,42,36,45,41,46,45,47,42,50,42,49,46,49,46,51,46,49,46,24,22,19,18,22,33,31,33,35,32,31,38,33,32,30,28,30,27,33,23,26,20
19,29,20,29,21,31,21,31,21,32,22,35,22,35,22,39,23,42,23,42,24,44,24,46,24,47,25,44,26,48,26,48,26,50,25,50,26,53,27,55,27,52,19,23,18,21,17,36,19,38,19,40,18,39,18,37,18,32,19,31,18,114,45,119
28,27,29,27,30,28,33,28,34,32,36,31,36,31,34,35,40,37,43,36,41,38,42,41,44,40,47,42,49,44,50,45,51,47,52,45,53,48,60,48,53,46,25,22,24,22,26,28,35,34,37,33,37,32,46,35,44,23,35,30,33,106,122,110
19,29,20,28,20,31,21,31,21,33,23,35,22,37,22,38,23,39,23,42,23,42,24,44,25,46,26,50,25,49,26,51,27,54,27,56,28,54,28,54,27,50,18,24,19,18,20,34,19,42,19,32,19,33,19,47,43,50,25,33,18,116,47,123
28,27,30,27,31,28,30,28,34,30,36,32,36,32,37,33,37,37,40,37,42,37,45,40,40,40,49,45,53,45,53,47,58,51,54,49,46,53,57,53,53,47,23,22,22,18,34,31,39,40,40,35,39,36,34,36,33,57,76,100,29,104,116,114
19,30,20,31,20,29,20,32,22,34,22,34,21,38,22,39,23,38,25,41,25,46,25,45,25,50,26,49,25,52,26,55,28,62,29,58,30,60,29,56,28,46,18,22,18,22,25,40,20,34,19,34,19,34,19,24,17,32,21,114,19,29,22,38
30,25,28,26,33,26,32,30,31,33,34,33,36,33,42,33,43,36,43,35,43,40,46,41,46,42,51,46,49,48,58,52,62,51,66,53,63,55,57,48,59,33,24,20,23,20,38,37,34,35,38,35,43,23,125,141,25,28,32,20,24,42,54,44
19,29,21,31,20,32,22,33,21,35,22,35,24,38,24,41,23,39,23,42,24,45,26,45,26,51,26,51,26,53,27,60,31,64,30,68,30,59,30,56,30,34,18,22,18,20,28,38,20,37,19,42,18,145,31,105,33,58,19,38,17,25,22,37
29,29,30,28,29,30,32,30,35,29,37,34,38,33,40,34,41,37,44,40,47,38,46,41,45,44,51,43,50,48,58,55,69,59,75,57,76,54,65,56,57,27,24,19,23,20,49,33,39,31,37,36,111,102,134,126,126,128,31,34,22,21,27,21
19,28,21,31,21,32,21,32,22,34,22,37,23,41,24,40,24,48,25,45,24,45,26,47,26,47,25,54,27,54,28,59,32,75,34,69,33,68,31,64,28,23,18,21,16,21,28,36,19,35,20,35,55,140,50,138,48,125,35,31,21,32,25,29
28,28,30,28,34,31,35,30,33,33,37,34,33,34,43,38,44,41,46,40,45,41,47,41,48,41,49,46,51,47,59,59,73,71,71,67,78,77,78,59,67,21,22,17,18,19,46,35,33,34,37,62,157,138,143,129,136,120,137,59,23,24,35,35
20,30,20,32,20,33,21,33,22,37,22,36,22,41,23,40,25,43,26,46,26,45,25,42,24,48,25,57,27,56,30,64,32,78,38,86,32,83,35,66,31,22,18,19,17,21,30,37,20,36,19,70,59,149,52,142,50,129,54,31,26,76,27,28
18,19,28,28,30,32,34,31,38,35,36,31,41,36,41,36,39,40,43,41,47,42,47,40,48,40,50,49,58,52,63,59,79,73,94,77,78,69,88,70,62,21,22,18,19,23,48,35,43,35,37,56,171,149,152,138,135,121,152,22,133,132,143,80
16,18,17,19,16,22,22,38,22,37,23,38,24,41,23,40,24,46,24,44,25,45,25,36,26,49,25,54,27,57,31,76,37,100,40,76,38,84,35,88,30,22,17,20,18,33,21,42,20,39,20,38,57,161,55,144,50,133,51,26,51,145,56,153
18,17,19,21,33,28,35,34,39,34,40,37,38,36,38,38,42,36,41,38,43,44,47,41,47,44,51,46,60,55,63,63,81,102,126,75,98,82,83,64,57,21,22,19,20,26,39,44,38,35,39,45,166,124,151,141,142,128,35,31,137,133,156,137
17,28,22,35,23,33,23,39,23,37,23,40,24,42,24,43,24,40,26,45,23,50,25,45,25,48,26,53,28,63,29,69,31,98,40,95,36,83,35,72,25,21,17,20,17,46,20,37,21,39,20,42,22,167,55,153,52,155,20,31,23,71,52,160
33,28,35,28,33,27,39,34,39,36,42,37,43,38,43,39,42,34,43,40,45,39,50,43,47,39,44,45,56,56,61,60,67,74,83,78,96,82,75,64,35,20,20,18,20,105,50,36,40,36,43,36,25,38,169,152,161,32,114,32,49,60,35,56
24,36,22,35,21,31,22,41,23,42,24,39,24,41,24,40,24,42,26,46,24,46,24,49,25,49,26,49,29,59,31,61,33,89,34,90,37,80,34,73,19,21,18,20,17,98,20,37,19,29,21,37,55,152,20,38,20,40,23,40,26,51,21,61
35,32,34,28,31,26,37,34,40,34,42,37,42,35,43,38,42,40,46,41,48,39,49,39,50,43,47,45,54,53,58,54,66,65,81,67,85,71,77,62,23,19,20,19,20,57,39,38,49,85,133,70,111,95,166,34,27,34,35,30,40,29,20,29
23,34,22,32,20,29,21,38,24,41,24,41,24,42,24,44,25,46,26,47,24,47,26,46,27,49,26,52,29,57,28,65,31,67,35,72,34,68,31,62,17,22,18,21,17,68,20,49,20,133,53,142,58,64,29,44,20,36,20,36,25,32,42,46
