20,20,20,21,22,23,24,20,24,41,33,17,17,27,21,21
28,30,35,33,41,37,44,47,47,45,33,25,34,21,32,21
19,21,22,22,23,25,25,26,26,26,18,19,19,19,25,17
29,30,35,38,42,44,51,52,56,55,24,37,32,39,46,31
20,21,22,23,24,25,26,28,28,29,18,28,19,39,21,52
30,34,36,41,45,46,58,63,87,81,21,38,37,149,33,57
23,21,23,24,25,24,26,31,39,35,17,21,20,52,21,27
33,36,42,40,49,47,47,56,68,69,20,40,138,100,43,108
17,16,17,20,21,22,22,28,28,28,17,22,53,21,17,18
24,35,22,45,29,18,17,17,18,56,19,45,130,27,24,33
16,16,21,26,18,17,17,16,26,19,17,29,19,18,29,21
16,54,49,33,80,27,25,29,29,20,42,22,24,34,21,60
16,18,21,21,24,23,49,24,24,17,18,17,26,21,41,20
17,17,19,23,23,24,30,32,27,18,36,22,20,26,22,30
16,16,18,19,19,21,23,21,22,17,26,25,18,17,24,25
25,22,17,33,18,40,23,30,30,20,36,56,21,34,42,33
