30,21,42,25,22,19,36,19
31,21,44,25,50,17,35,21
30,22,43,27,78,16,105,28
32,25,46,27,88,20,90,27
17,24,29,18,52,34,133,17
63,19,65,16,49,29,25,29
23,17,21,42,48,17,18,31
17,19,22,18,24,25,35,24
