18,19,17,18,16,18,17,17,19,17,19,17,16,17,16,16
21,22,25,21,23,20,20,20,21,18,19,18,17,17,16,16
17,17,17,17,17,16,17,17,17,16,16,18,16,16,15,16
21,20,21,22,19,19,18,18,20,19,18,21,19,18,17,36
17,17,18,18,17,17,16,16,17,17,17,18,15,21,15,31
19,20,20,21,19,20,20,20,18,17,20,17,18,27,17,27
17,16,17,17,16,16,16,17,17,17,17,15,16,19,16,18
16,18,18,18,18,17,17,19,19,19,19,16,26,21,18,25
16,15,16,18,17,16,16,16,17,16,17,17,18,15,15,16
17,17,20,17,21,16,16,17,16,18,16,18,24,17,17,16
16,16,19,16,18,17,15,16,16,16,16,16,16,16,17,17
15,19,17,16,19,16,17,17,16,16,19,19,17,25,17,17
16,17,16,17,17,16,16,16,16,15,16,17,16,17,17,15
16,15,17,19,16,16,16,18,17,16,17,18,17,19,17,16
15,16,16,16,15,17,16,16,16,16,16,16,17,15,16,16
17,16,17,17,16,17,16,16,16,16,18,16,16,19,17,17
