25,18,21,17,16,16,21,15
22,16,21,16,19,17,17,19
19,17,19,17,18,16,43,22
17,17,19,17,18,18,42,16
16,17,20,16,17,17,23,18
23,16,22,16,16,16,16,17
17,16,16,16,16,16,17,16
16,16,16,16,16,16,17,16
