17,18,16,17,17,17,16,16,17,16,17,17,16,15,16,16
19,20,17,18,20,17,18,18,17,17,16,17,17,16,16,15
16,17,16,16,16,16,16,16,16,16,16,17,16,16,16,17
18,19,19,17,18,18,18,16,17,17,17,19,15,16,16,26
17,17,17,17,16,16,16,17,16,17,16,16,16,18,15,23
18,18,18,19,18,19,18,18,18,17,16,16,16,22,16,21
17,16,16,17,17,16,17,16,16,16,16,15,15,16,15,16
16,17,17,17,17,17,17,18,17,17,17,18,22,18,17,20
16,16,16,17,16,16,16,16,17,16,16,16,18,16,16,16
16,16,18,17,18,15,16,16,16,17,16,17,20,15,17,16
16,16,18,16,16,16,16,15,16,16,16,16,16,16,16,15
16,17,15,17,18,16,15,16,16,16,18,16,16,21,16,17
16,17,15,17,16,16,16,17,16,16,16,16,16,16,16,16
15,15,16,17,17,16,15,17,17,16,16,17,18,16,18,16
16,15,15,16,16,16,16,16,16,16,16,16,17,16,16,16
15,15,15,17,15,17,16,17,16,16,16,16,16,18,17,16
