20,17,19,16,16,17,20,16
18,17,18,17,17,16,17,17
17,16,19,16,18,15,32,20
17,16,17,16,18,16,29,15
16,17,19,15,17,16,19,16
19,16,20,16,16,17,16,17
16,16,15,15,15,16,17,16
16,16,17,16,16,16,16,15
