17,18,17,17,16,17,16,17,18,16,17,16,16,16,16,17
18,20,19,19,21,19,19,19,20,17,17,16,16,17,16,17
17,17,17,16,18,17,17,16,16,16,16,16,16,16,16,16
18,19,18,18,18,18,18,17,17,17,18,17,17,16,16,27
16,16,16,16,17,16,16,16,16,16,17,17,15,17,16,24
16,17,18,18,18,19,18,18,18,18,18,16,18,23,17,23
16,16,16,16,17,16,16,16,16,17,15,16,16,17,15,17
16,17,17,16,18,17,16,16,17,18,16,16,20,17,15,20
16,16,16,17,17,16,16,16,17,16,16,16,17,16,16,15
16,18,16,18,17,15,16,16,15,18,17,17,21,17,17,18
16,16,18,16,15,17,16,16,16,15,16,16,16,16,17,16
16,17,17,16,17,17,16,17,16,16,18,17,16,21,16,18
15,16,16,16,16,16,16,16,16,16,16,16,16,16,17,15
16,15,17,17,16,16,16,18,17,16,17,16,17,17,17,16
16,16,16,16,16,15,16,16,16,15,15,16,17,16,16,16
16,16,16,17,16,16,16,16,16,16,16,16,16,19,16,16
