17,17,18,17,17,16,16,16,17,17,16,16,15,16,15,16
23,21,21,20,19,19,18,18,19,16,18,16,17,17,17,15
17,18,17,16,16,17,16,17,16,17,16,16,16,16,16,16
20,19,21,20,19,20,18,19,18,17,18,18,16,17,17,18
17,17,17,17,18,17,17,16,16,16,17,16,15,15,15,17
17,19,18,20,20,19,18,19,18,17,18,16,17,20,16,19
17,16,16,15,17,17,16,17,17,16,16,16,15,16,16,16
18,17,19,17,19,19,18,17,17,17,19,17,19,19,17,20
17,15,16,16,17,16,17,17,15,16,16,16,18,16,16,15
16,18,17,17,20,17,16,16,16,17,17,16,20,17,16,17
15,15,19,16,17,17,16,16,15,16,16,16,16,16,16,16
16,18,17,16,19,17,17,16,16,16,17,17,16,19,17,17
15,17,15,16,17,17,15,17,16,15,16,16,16,16,17,16
17,15,17,18,17,16,17,18,16,16,17,16,18,17,17,16
16,16,16,16,17,16,15,16,16,16,17,15,16,16,16,16
16,16,16,17,16,16,16,17,16,15,17,18,17,18,17,17
