23,17,21,16,17,16,17,16
20,17,19,17,18,17,17,17
19,16,18,17,18,15,27,19
18,16,18,17,17,17,27,16
16,17,19,16,17,16,20,16
20,16,20,16,16,16,15,16
16,16,16,17,16,15,16,16
16,15,16,16,16,16,16,15
