18,18,18,18,18,17,16,16,17,17,17,16,16,16,16,16
23,21,20,19,22,19,17,17,19,17,17,16,16,17,17,17
17,17,17,17,17,17,16,17,17,17,16,16,16,16,16,16
19,19,20,20,22,19,19,18,18,17,18,17,16,17,16,18
17,18,18,16,16,17,17,16,16,15,16,15,15,17,15,22
17,18,18,19,18,19,19,19,18,18,19,16,18,21,16,23
17,16,16,16,16,15,16,17,16,16,16,16,17,16,16,16
16,17,17,18,18,16,18,18,17,18,18,16,21,18,16,19
16,16,17,16,17,16,16,16,16,16,16,16,17,16,16,16
17,17,16,19,19,16,16,15,16,16,17,17,21,16,16,16
16,15,19,16,16,17,16,15,16,16,16,15,16,16,17,17
16,18,16,17,18,16,17,17,16,17,18,16,16,20,16,17
15,16,16,16,15,16,16,17,15,16,15,16,16,16,16,16
15,16,15,17,16,16,16,17,15,15,16,16,16,18,17,17
15,16,15,16,16,15,16,16,15,16,15,16,16,15,16,16
17,16,16,18,17,16,16,16,17,16,16,17,17,20,18,16
