Capture Number,Time,CIS Setting,Gain,Inttime,Frame Rate,LUX,Capture Name,frame_rate_Most_Fast,frame_rate_Most_Slow,frame_rate_Most_AVG
170,240508_170332,HIGH_12F,3,100000,10,156
171,240508_170332,HIGH_12F,3,100000,15,156
172,240508_170332,HIGH_12F,3,100000,10,156
173,240508_170332,HIGH_12F,3,100000,12,156
174,240508_170332,HIGH_12F,3,100000,14,156
175,240508_170332,HIGH_12F,3,100000,10,156
176,240508_170332,HIGH_12F,3,100000,10,156
177,240508_170332,HIGH_12F,3,100000,13,156
178,240508_170332,HIGH_12F,3,100000,11,156
179,240508_170332,HIGH_12F,3,100000,10,156
180,240508_170332,HIGH_12F,3,100000,12,156
181,240508_170332,HIGH_12F,3,100000,11,156
182,240508_170332,HIGH_12F,3,100000,10,156
183,240508_170332,HIGH_12F,3,100000,12,156
184,240508_170332,HIGH_12F,3,100000,11,156
185,240508_170332,HIGH_12F,3,100000,10,156
186,240508_170332,HIGH_12F,3,100000,14,156
187,240508_170332,HIGH_12F,3,100000,11,156
188,240508_170332,HIGH_12F,3,100000,11,156
189,240508_170332,HIGH_12F,3,100000,11,156
190,240508_170332,HIGH_12F,3,100000,11,156
191,240508_170332,HIGH_12F,3,100000,10,156
192,240508_170332,HIGH_12F,3,100000,14,156
193,240508_170332,HIGH_12F,3,100000,11,156
194,240508_170332,HIGH_12F,3,100000,10,156
195,240508_170332,HIGH_12F,3,100000,12,156
196,240508_170332,HIGH_12F,3,100000,12,156
197,240508_170332,HIGH_12F,3,100000,10,156
198,240508_170332,HIGH_12F,3,100000,11,156
199,240508_170332,HIGH_12F,3,100000,11,156
200,240508_170332,HIGH_12F,3,100000,11,156
,,,,,,,,99,1
