52,53,55,58,55,56,50,38,62,68,52,32,22,34,22,22
138,153,160,142,151,141,141,120,110,97,67,47,55,37,39,54
56,61,52,54,55,52,51,47,46,40,39,28,21,21,28,20
181,166,147,163,191,147,156,154,138,108,98,92,45,51,142,51
58,52,48,57,61,54,53,56,53,43,40,35,21,58,24,69
117,146,136,150,150,144,149,147,141,107,76,48,46,206,32,210
28,35,44,47,49,43,47,47,44,39,28,22,21,57,21,85
47,86,109,103,137,122,117,113,105,102,55,45,177,129,51,127
21,23,37,38,39,42,40,40,38,38,28,23,58,20,17,19
74,112,55,119,85,24,20,21,25,91,57,60,171,33,32,44
27,20,55,43,39,36,21,17,27,31,23,33,20,17,41,27
19,127,54,61,141,46,34,40,38,60,70,23,25,69,25,61
19,28,22,32,33,27,72,28,28,26,18,17,29,29,40,20
19,20,26,53,32,34,49,65,35,34,48,34,29,41,57,31
16,18,22,25,23,25,28,26,26,20,30,28,19,18,22,24
31,35,23,52,22,58,25,38,41,26,45,73,24,42,38,29
