53,51,56,58,53,54,50,38,62,67,54,31,23,33,22,22
138,153,157,145,146,141,143,120,109,95,67,47,57,37,38,55
56,61,54,54,55,52,51,49,46,40,38,28,21,21,29,20
179,169,143,165,196,150,159,159,136,112,100,89,44,50,139,50
59,51,47,56,60,53,53,55,52,44,39,36,20,58,24,68
119,144,132,149,149,143,151,149,139,104,75,48,46,204,32,207
28,35,44,48,50,44,47,47,45,41,29,22,21,56,21,84
47,85,109,101,137,123,117,116,107,100,55,46,178,129,50,128
21,23,35,38,38,45,40,41,40,37,28,23,59,20,18,18
73,110,54,121,83,24,21,20,26,96,57,56,170,34,31,41
27,21,54,41,40,36,21,17,26,31,23,33,20,18,39,26
20,126,56,61,143,45,35,39,37,58,71,24,25,68,24,63
18,29,22,33,34,28,72,29,27,25,18,17,30,29,39,20
19,20,25,53,33,33,49,63,35,34,49,34,29,41,56,32
16,18,22,26,22,24,28,26,25,20,30,28,20,18,22,23
31,35,23,52,22,57,25,38,42,25,46,72,23,41,39,29
