52,53,55,57,54,56,48,39,61,67,51,32,23,34,22,22
143,150,161,145,150,143,141,119,106,97,66,47,54,37,39,54
57,59,52,54,55,52,52,48,45,41,37,28,21,22,29,20
180,164,142,162,195,148,158,158,137,111,101,91,44,50,137,51
56,51,47,57,60,53,53,56,53,43,39,36,21,59,24,69
117,147,136,153,153,144,147,147,140,107,78,47,47,209,33,205
27,35,45,49,49,42,46,46,45,40,29,21,21,57,21,83
46,85,104,102,135,126,115,115,108,102,56,46,181,131,50,129
21,23,36,38,39,42,41,40,39,37,28,23,58,20,18,18
73,111,54,122,86,23,20,21,27,91,59,59,166,32,31,42
27,21,54,43,39,35,21,17,27,32,23,33,19,18,39,27
19,126,55,61,144,46,35,41,37,57,71,23,26,69,24,62
18,28,22,32,34,28,71,29,28,25,18,17,30,28,39,20
19,21,25,52,32,33,50,65,35,34,49,34,28,40,55,31
16,19,23,26,22,25,28,25,25,20,29,28,19,18,22,23
30,36,22,52,21,58,24,38,41,25,45,71,24,43,37,30
