157,56,160,45,29,24,123,21
212,50,170,50,109,26,45,29
136,50,147,53,130,17,215,40
49,44,123,43,111,30,210,28
26,46,83,19,93,36,159,18
212,22,176,17,54,33,28,29
75,23,29,60,52,17,22,32
20,22,23,22,41,25,35,22
