53,52,55,56,53,55,50,38,62,68,52,32,22,34,22,22
141,152,157,140,154,142,139,121,108,96,69,46,56,37,38,54
58,59,52,53,55,52,51,47,46,39,38,29,21,21,29,20
175,163,143,162,200,149,159,156,138,112,100,91,45,50,143,49
59,52,48,57,61,53,52,56,53,43,40,36,21,59,24,69
121,143,136,154,153,143,147,147,138,106,77,47,46,211,33,209
27,35,46,48,50,42,46,46,44,40,29,22,21,56,21,82
47,84,109,103,137,127,116,114,107,103,55,46,175,130,50,125
21,22,35,38,39,43,40,40,40,37,27,23,59,20,18,19
75,115,54,122,83,23,21,21,26,91,57,58,167,33,32,42
27,21,54,43,41,36,21,17,27,30,23,34,20,18,39,26
20,125,54,61,144,45,34,40,38,59,70,23,26,69,25,61
19,29,22,32,33,28,71,29,28,25,18,17,31,28,40,20
18,21,25,54,32,33,50,64,35,33,49,34,29,41,57,31
16,18,23,25,23,25,28,26,24,20,30,27,19,18,23,23
31,34,23,51,22,57,25,38,41,25,46,72,24,41,37,30
