53,53,56,56,53,55,49,39,63,68,52,32,23,33,22,22
139,153,157,143,151,143,144,119,110,99,64,47,56,38,39,54
57,62,52,54,55,53,52,48,45,39,38,27,21,21,28,20
180,163,144,164,192,148,159,151,135,110,100,91,44,50,140,51
57,51,47,57,60,52,52,54,52,43,40,36,21,59,24,68
117,141,135,152,150,144,148,146,141,106,76,47,46,208,31,210
27,35,44,47,49,43,47,47,44,40,28,21,21,57,21,84
45,86,109,102,135,126,118,115,110,103,56,46,176,131,49,128
20,22,35,38,38,42,40,40,40,38,28,23,59,21,17,19
74,111,54,122,85,24,20,21,26,94,58,58,167,32,32,42
27,21,54,43,40,35,21,18,27,32,23,34,19,18,40,27
20,127,55,62,145,45,35,40,38,59,69,22,26,69,25,61
18,28,22,32,33,28,72,29,27,25,18,17,30,29,40,20
19,21,25,53,32,33,50,64,34,33,49,34,29,41,57,32
16,18,23,26,23,25,27,26,25,19,29,28,19,18,22,23
30,35,23,52,22,58,25,38,41,25,46,70,24,42,39,28
