156,58,158,45,29,24,124,20
213,50,169,50,109,27,45,30
135,50,147,53,128,17,216,39
48,46,123,44,112,31,207,28
26,48,83,19,92,36,160,18
216,21,178,18,55,34,27,28
75,23,29,60,52,17,23,31
20,22,23,21,41,25,36,21
