157,58,160,44,29,24,124,20
213,51,168,50,110,27,45,30
135,49,146,54,125,17,214,39
49,46,126,42,112,31,208,29
26,46,84,19,91,35,159,19
213,22,177,17,55,33,26,28
75,24,29,61,51,18,23,31
20,22,22,21,41,24,36,22
