52,54,56,55,53,55,50,38,61,68,52,31,22,34,22,22
142,156,158,145,146,142,139,120,107,100,68,48,57,36,40,53
58,61,53,54,54,53,52,48,46,40,39,28,21,22,30,19
178,165,146,163,197,149,159,155,135,110,101,93,45,50,140,51
58,51,47,58,60,53,53,54,52,43,40,35,21,57,24,69
118,147,134,152,151,142,149,146,140,108,78,46,47,205,33,208
29,35,44,48,49,43,47,48,45,40,29,22,21,58,21,84
47,87,107,102,135,128,115,111,105,101,55,46,181,126,51,131
21,23,36,38,38,43,41,39,39,37,29,23,59,20,18,19
76,111,53,121,84,23,20,20,26,92,57,62,170,33,32,43
27,21,53,42,41,36,21,17,27,31,23,32,20,18,40,26
20,127,54,64,144,45,34,40,37,57,69,23,25,67,26,62
18,29,22,33,33,28,72,30,28,25,18,18,30,29,39,20
19,20,25,53,31,34,50,64,35,33,50,33,29,40,55,32
16,18,22,26,23,25,28,26,25,20,29,27,19,17,22,23
32,35,23,51,21,57,25,37,42,26,45,70,24,41,39,30
