50,52,55,57,55,55,48,38,63,68,52,32,23,34,22,22
140,155,157,143,156,141,144,120,111,99,65,47,56,37,37,54
57,60,54,54,53,54,51,47,46,40,38,27,20,21,28,20
182,165,145,165,195,149,160,158,136,111,103,89,44,48,137,52
59,52,48,59,60,53,52,56,53,43,40,36,21,59,24,67
116,145,132,154,150,143,147,145,137,110,78,45,46,208,33,206
27,35,45,46,50,43,46,45,44,41,28,22,21,58,21,83
46,85,108,104,138,126,117,114,106,102,55,45,176,133,49,127
21,22,36,38,38,42,41,41,40,38,28,23,59,21,18,18
77,114,53,125,86,23,20,21,26,93,57,59,168,32,31,44
27,21,54,43,41,36,21,17,27,32,23,33,19,18,40,26
20,126,54,60,143,46,35,39,37,58,71,23,25,66,24,61
18,28,22,32,34,27,72,29,28,26,18,18,29,29,40,20
19,21,25,52,32,32,48,62,35,34,50,34,29,40,56,31
16,18,22,26,23,25,28,26,26,19,29,28,19,18,22,23
32,35,23,50,22,58,25,39,41,24,45,71,23,41,38,29
