154,55,158,44,29,24,123,20
213,51,168,51,110,26,45,29
134,49,146,54,130,17,214,40
49,45,123,44,111,31,207,29
27,47,82,19,93,35,159,18
211,22,176,17,54,33,27,30
75,23,29,58,52,18,22,31
19,23,23,21,41,24,36,22
