53,53,54,56,53,55,50,39,62,67,53,32,22,33,22,22
141,154,161,139,152,143,145,120,111,97,67,47,58,38,36,53
57,61,53,55,54,53,51,48,46,40,38,29,21,21,29,20
179,165,148,164,195,147,159,156,135,110,101,91,45,50,139,50
58,51,48,58,60,53,53,56,53,43,38,36,21,58,24,67
116,144,134,153,152,147,148,145,142,107,78,48,47,208,33,209
27,36,43,47,49,43,48,46,45,39,28,22,21,57,21,83
46,87,108,105,134,123,116,114,107,101,55,45,182,132,50,129
20,23,35,38,39,43,40,40,40,37,27,23,58,21,18,18
76,112,52,121,84,24,20,20,26,91,58,58,166,32,32,41
27,20,54,43,40,37,21,17,27,32,23,32,19,18,40,26
20,126,56,60,143,45,35,41,36,59,68,23,26,68,25,63
18,28,22,32,33,27,72,29,27,25,18,17,30,28,40,20
19,20,26,54,33,33,49,63,35,34,49,33,30,40,58,31
16,18,22,25,23,25,28,26,25,19,30,27,19,18,22,23
32,35,23,54,22,58,25,38,40,24,44,72,25,43,38,29
