17,18,19,19,19,21,21,18,20,29,26,17,16,22,19,19
24,24,27,26,30,31,31,32,35,34,26,22,26,18,25,19
18,18,19,19,20,20,21,22,23,22,17,18,17,18,21,17
23,24,27,28,32,32,35,37,37,39,20,28,26,31,33,24
19,19,19,20,20,20,22,23,24,25,17,23,17,29,19,36
26,27,29,32,33,36,35,44,56,51,19,28,28,91,26,38
20,20,20,20,21,20,22,24,30,25,17,18,18,38,18,23
25,27,29,30,32,34,32,40,46,45,18,29,86,62,31,68
17,16,17,18,18,20,20,23,23,23,16,20,37,19,16,17
20,27,18,33,23,17,16,17,17,38,18,35,84,21,20,27
16,16,19,23,17,16,17,16,23,17,16,24,17,17,24,19
16,38,34,24,57,22,20,21,24,18,32,21,20,25,19,41
16,16,19,19,21,20,34,21,21,17,17,17,22,18,31,18
16,17,18,20,20,21,24,26,25,17,29,20,19,22,20,23
15,16,17,18,18,19,19,19,20,16,21,21,17,16,21,21
21,19,16,26,17,28,19,24,26,17,28,38,18,26,32,25
