23,19,30,20,19,17,27,18
24,19,30,21,36,17,26,19
24,19,33,22,50,16,68,22
25,21,31,23,57,18,60,22
17,20,24,17,37,26,82,16
45,17,44,16,37,24,21,24
20,16,18,32,34,16,17,25
17,17,19,17,21,22,28,20
